Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
1358,Chủ Nhật,25/05/2025,,"5,14,23,24,28,44",,05 14 23 24 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-05-2025.html,25/05/2025
1357,Thứ 6,23/05/2025,,"2,4,15,16,29,43",,02 04 15 16 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-05-2025.html,23/05/2025
1356,Thứ 4,21/05/2025,,"2,13,14,21,24,30",,02 13 14 21 24 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-05-2025.html,21/05/2025
1355,Chủ Nhật,18/05/2025,,"6,7,17,27,30,42",,06 07 17 27 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-05-2025.html,18/05/2025
1354,Thứ 6,16/05/2025,,"5,9,14,22,32,44",,05 09 14 22 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-05-2025.html,16/05/2025
1353,Thứ 4,14/05/2025,,"19,24,27,37,44,45",,19 24 27 37 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-05-2025.html,14/05/2025
1352,Chủ Nhật,11/05/2025,,"13,15,17,22,28,43",,13 15 17 22 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-05-2025.html,11/05/2025
1351,Thứ 6,09/05/2025,,"1,7,9,34,40,42",,01 07 09 34 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-05-2025.html,09/05/2025
1350,Thứ 4,07/05/2025,,"8,27,28,31,34,40",,08 27 28 31 34 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-05-2025.html,07/05/2025
1349,Chủ Nhật,04/05/2025,,"6,7,8,9,12,29",,06 07 08 09 12 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-05-2025.html,04/05/2025
1348,Thứ 6,02/05/2025,,"3,7,32,37,42,45",,03 07 32 37 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-05-2025.html,02/05/2025
1347,Thứ 4,30/04/2025,,"1,17,26,33,36,44",,01 17 26 33 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-04-2025.html,30/04/2025
1346,Chủ Nhật,27/04/2025,,"8,11,31,35,36,45",,08 11 31 35 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-04-2025.html,27/04/2025
1345,Thứ 6,25/04/2025,,"4,8,9,10,20,34",,04 08 09 10 20 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-04-2025.html,25/04/2025
1344,Thứ 4,23/04/2025,,"7,12,23,34,42,43",,07 12 23 34 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-04-2025.html,23/04/2025
1343,Chủ Nhật,20/04/2025,,"5,7,14,26,29,44",,05 07 14 26 29 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-04-2025.html,20/04/2025
1342,Thứ 6,18/04/2025,,"5,20,21,22,29,44",,05 20 21 22 29 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-04-2025.html,18/04/2025
1341,Thứ 4,16/04/2025,,"5,8,12,16,28,32",,05 08 12 16 28 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-04-2025.html,16/04/2025
1340,Chủ Nhật,13/04/2025,,"13,14,18,25,30,32",,13 14 18 25 30 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-04-2025.html,13/04/2025
1339,Thứ 6,11/04/2025,,"1,13,14,26,37,43",,01 13 14 26 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-04-2025.html,11/04/2025
1338,Thứ 4,09/04/2025,,"5,8,11,22,41,44",,05 08 11 22 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-04-2025.html,09/04/2025
1337,Chủ Nhật,06/04/2025,,"3,5,6,13,18,22",,03 05 06 13 18 22,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-04-2025.html,06/04/2025
1336,Thứ 6,04/04/2025,,"2,13,24,25,28,38",,02 13 24 25 28 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-04-2025.html,04/04/2025
1335,Thứ 4,02/04/2025,,"8,14,15,22,31,34",,08 14 15 22 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-04-2025.html,02/04/2025
1334,Chủ Nhật,30/03/2025,,"14,15,33,38,42,45",,14 15 33 38 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-03-2025.html,30/03/2025
1333,Thứ 6,28/03/2025,,"5,7,22,28,29,34",,05 07 22 28 29 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-03-2025.html,28/03/2025
1332,Thứ 4,26/03/2025,,"17,24,25,30,35,39",,17 24 25 30 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-03-2025.html,26/03/2025
1331,Chủ Nhật,23/03/2025,,"5,6,8,9,36,45",,05 06 08 09 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-03-2025.html,23/03/2025
1330,Thứ 6,21/03/2025,,"31,32,34,41,42,45",,31 32 34 41 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-03-2025.html,21/03/2025
1329,Thứ 4,19/03/2025,,"12,23,27,28,29,43",,12 23 27 28 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-03-2025.html,19/03/2025
1328,Chủ Nhật,16/03/2025,,"2,12,14,16,38,45",,02 12 14 16 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-03-2025.html,16/03/2025
1327,Thứ 6,14/03/2025,,"7,11,13,16,28,30",,07 11 13 16 28 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-03-2025.html,14/03/2025
1326,Thứ 4,12/03/2025,,"19,26,30,32,36,42",,19 26 30 32 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-03-2025.html,12/03/2025
1325,Chủ Nhật,09/03/2025,,"10,11,30,33,44,45",,10 11 30 33 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-03-2025.html,09/03/2025
1324,Thứ 6,07/03/2025,,"8,11,12,20,25,32",,08 11 12 20 25 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-03-2025.html,07/03/2025
1323,Thứ 4,05/03/2025,,"10,22,32,37,41,43",,10 22 32 37 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-03-2025.html,05/03/2025
1322,Chủ Nhật,02/03/2025,,"8,24,30,33,42,45",,08 24 30 33 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-03-2025.html,02/03/2025
1321,Thứ 6,28/02/2025,,"10,11,14,16,21,29",,10 11 14 16 21 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-02-2025.html,28/02/2025
1320,Thứ 4,26/02/2025,,"2,13,15,16,18,20",,02 13 15 16 18 20,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-02-2025.html,26/02/2025
1319,Chủ Nhật,23/02/2025,,"10,12,15,17,24,33",,10 12 15 17 24 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-02-2025.html,23/02/2025
1318,Thứ 6,21/02/2025,,"4,9,19,20,30,42",,04 09 19 20 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-02-2025.html,21/02/2025
1317,Thứ 4,19/02/2025,,"1,6,10,11,25,29",,01 06 10 11 25 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-02-2025.html,19/02/2025
1316,Chủ Nhật,16/02/2025,,"11,19,26,28,35,40",,11 19 26 28 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-02-2025.html,16/02/2025
1315,Thứ 6,14/02/2025,,"6,8,10,27,28,32",,06 08 10 27 28 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-02-2025.html,14/02/2025
1314,Thứ 4,12/02/2025,,"7,19,31,39,42,43",,07 19 31 39 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-02-2025.html,12/02/2025
1313,Chủ Nhật,09/02/2025,,"8,16,22,27,31,34",,08 16 22 27 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-02-2025.html,09/02/2025
1312,Thứ 6,07/02/2025,,"4,5,25,27,35,39",,04 05 25 27 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-02-2025.html,07/02/2025
1311,Thứ 4,05/02/2025,,"4,6,9,14,25,41",,04 06 09 14 25 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-02-2025.html,05/02/2025
1310,Chủ Nhật,02/02/2025,,"15,20,22,29,32,36",,15 20 22 29 32 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-02-2025.html,02/02/2025
1309,Thứ 6,31/01/2025,,"2,15,16,32,42,45",,02 15 16 32 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-01-2025.html,31/01/2025
1308,Chủ Nhật,26/01/2025,,"5,8,9,11,20,29",,05 08 09 11 20 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-01-2025.html,26/01/2025
1307,Thứ 6,24/01/2025,,"1,7,11,22,31,34",,01 07 11 22 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-01-2025.html,24/01/2025
1306,Thứ 4,22/01/2025,,"3,21,26,29,32,33",,03 21 26 29 32 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-01-2025.html,22/01/2025
1305,Chủ Nhật,19/01/2025,,"5,6,10,19,32,38",,05 06 10 19 32 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-01-2025.html,19/01/2025
1304,Thứ 6,17/01/2025,,"2,12,22,31,34,35",,02 12 22 31 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-01-2025.html,17/01/2025
1303,Thứ 4,15/01/2025,,"2,6,8,10,23,33",,02 06 08 10 23 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-01-2025.html,15/01/2025
1302,Chủ Nhật,12/01/2025,,"2,9,12,14,41,44",,02 09 12 14 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-01-2025.html,12/01/2025
1301,Thứ 6,10/01/2025,,"2,4,8,28,42,44",,02 04 08 28 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-01-2025.html,10/01/2025
1300,Thứ 4,08/01/2025,,"2,3,17,33,37,38",,02 03 17 33 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-01-2025.html,08/01/2025
1299,Chủ Nhật,05/01/2025,,"2,7,15,37,41,42",,02 07 15 37 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-01-2025.html,05/01/2025
1298,Thứ 6,03/01/2025,,"6,12,21,27,34,41",,06 12 21 27 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-01-2025.html,03/01/2025
1297,Thứ 4,01/01/2025,,"14,20,25,28,36,40",,14 20 25 28 36 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-01-2025.html,01/01/2025
1296,Chủ Nhật,29/12/2024,,"5,8,19,31,34,43",,05 08 19 31 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-12-2024.html,29/12/2024
1295,Thứ 6,27/12/2024,,"1,10,13,24,25,33",,01 10 13 24 25 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-12-2024.html,27/12/2024
1294,Thứ 4,25/12/2024,,"8,13,20,25,28,39",,08 13 20 25 28 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-12-2024.html,25/12/2024
1293,Chủ Nhật,22/12/2024,,"15,16,24,27,31,44",,15 16 24 27 31 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-12-2024.html,22/12/2024
1292,Thứ 6,20/12/2024,,"6,9,12,21,28,33",,06 09 12 21 28 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-12-2024.html,20/12/2024
1291,Thứ 4,18/12/2024,,"3,7,12,16,26,34",,03 07 12 16 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-12-2024.html,18/12/2024
1290,Chủ Nhật,15/12/2024,,"1,10,20,22,23,36",,01 10 20 22 23 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-12-2024.html,15/12/2024
1289,Thứ 6,13/12/2024,,"3,7,29,36,37,44",,03 07 29 36 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-12-2024.html,13/12/2024
1288,Thứ 4,11/12/2024,,"2,10,17,23,29,33",,02 10 17 23 29 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-12-2024.html,11/12/2024
1287,Chủ Nhật,08/12/2024,,"1,13,24,26,27,37",,01 13 24 26 27 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-12-2024.html,08/12/2024
1286,Thứ 6,06/12/2024,,"8,14,18,26,34,42",,08 14 18 26 34 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-12-2024.html,06/12/2024
1285,Thứ 4,04/12/2024,,"7,14,19,24,34,36",,07 14 19 24 34 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-12-2024.html,04/12/2024
1284,Chủ Nhật,01/12/2024,,"15,17,25,29,33,35",,15 17 25 29 33 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-12-2024.html,01/12/2024
1283,Thứ 6,29/11/2024,,"12,15,33,35,37,45",,12 15 33 35 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-11-2024.html,29/11/2024
1282,Thứ 4,27/11/2024,,"6,21,24,31,42,44",,06 21 24 31 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-11-2024.html,27/11/2024
1281,Chủ Nhật,24/11/2024,,"5,14,15,21,33,36",,05 14 15 21 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-11-2024.html,24/11/2024
1280,Thứ 6,22/11/2024,,"1,14,15,19,38,40",,01 14 15 19 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-11-2024.html,22/11/2024
1279,Thứ 4,20/11/2024,,"4,16,24,29,31,37",,04 16 24 29 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-11-2024.html,20/11/2024
1278,Chủ Nhật,17/11/2024,,"11,17,29,31,38,42",,11 17 29 31 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-11-2024.html,17/11/2024
1277,Thứ 6,15/11/2024,,"8,13,31,36,37,40",,08 13 31 36 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-11-2024.html,15/11/2024
1276,Thứ 4,13/11/2024,,"3,23,28,35,39,42",,03 23 28 35 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-11-2024.html,13/11/2024
1275,Chủ Nhật,10/11/2024,,"3,7,11,12,13,40",,03 07 11 12 13 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-11-2024.html,10/11/2024
1274,Thứ 6,08/11/2024,,"11,15,18,27,34,37",,11 15 18 27 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-11-2024.html,08/11/2024
1273,Thứ 4,06/11/2024,,"1,2,3,11,25,37",,01 02 03 11 25 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-11-2024.html,06/11/2024
1272,Chủ Nhật,03/11/2024,,"1,4,5,16,20,22",,01 04 05 16 20 22,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-11-2024.html,03/11/2024
1271,Thứ 6,01/11/2024,,"20,22,23,32,35,40",,20 22 23 32 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-11-2024.html,01/11/2024
1270,Thứ 4,30/10/2024,,"4,13,20,29,32,37",,04 13 20 29 32 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-10-2024.html,30/10/2024
1269,Chủ Nhật,27/10/2024,,"18,21,28,29,33,45",,18 21 28 29 33 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-10-2024.html,27/10/2024
1268,Thứ 6,25/10/2024,,"3,10,31,32,34,40",,03 10 31 32 34 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-10-2024.html,25/10/2024
1267,Thứ 4,23/10/2024,,"22,27,28,31,37,44",,22 27 28 31 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-10-2024.html,23/10/2024
1266,Chủ Nhật,20/10/2024,,"6,23,24,25,26,34",,06 23 24 25 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-10-2024.html,20/10/2024
1265,Thứ 6,18/10/2024,,"13,19,20,22,24,37",,13 19 20 22 24 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-10-2024.html,18/10/2024
1264,Thứ 4,16/10/2024,,"4,14,19,23,24,37",,04 14 19 23 24 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-10-2024.html,16/10/2024
1263,Chủ Nhật,13/10/2024,,"7,10,13,17,21,45",,07 10 13 17 21 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-10-2024.html,13/10/2024
1262,Thứ 6,11/10/2024,,"11,19,26,28,29,43",,11 19 26 28 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-10-2024.html,11/10/2024
1261,Thứ 4,09/10/2024,,"14,18,20,22,34,45",,14 18 20 22 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-10-2024.html,09/10/2024
1260,Chủ Nhật,06/10/2024,,"7,14,33,36,42,43",,07 14 33 36 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-10-2024.html,06/10/2024
1259,Thứ 6,04/10/2024,,"8,10,21,32,39,44",,08 10 21 32 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-10-2024.html,04/10/2024
1258,Thứ 4,02/10/2024,,"5,6,11,23,31,36",,05 06 11 23 31 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-10-2024.html,02/10/2024
1257,Chủ Nhật,29/09/2024,,"3,7,16,17,41,42",,03 07 16 17 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-09-2024.html,29/09/2024
1256,Thứ 6,27/09/2024,,"1,6,18,25,39,44",,01 06 18 25 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-09-2024.html,27/09/2024
1255,Thứ 4,25/09/2024,,"10,23,25,27,31,37",,10 23 25 27 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-09-2024.html,25/09/2024
1254,Chủ Nhật,22/09/2024,,"20,23,28,36,40,42",,20 23 28 36 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-09-2024.html,22/09/2024
1253,Thứ 6,20/09/2024,,"13,14,19,20,30,33",,13 14 19 20 30 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-09-2024.html,20/09/2024
1252,Thứ 4,18/09/2024,,"4,8,27,28,35,36",,04 08 27 28 35 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-09-2024.html,18/09/2024
1251,Chủ Nhật,15/09/2024,,"3,11,28,32,33,35",,03 11 28 32 33 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-09-2024.html,15/09/2024
1250,Thứ 6,13/09/2024,,"6,12,27,34,41,42",,06 12 27 34 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-09-2024.html,13/09/2024
1249,Thứ 4,11/09/2024,,"6,11,19,23,34,37",,06 11 19 23 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-09-2024.html,11/09/2024
1248,Chủ Nhật,08/09/2024,,"3,8,10,26,34,37",,03 08 10 26 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-09-2024.html,08/09/2024
1247,Thứ 6,06/09/2024,,"5,25,28,32,36,41",,05 25 28 32 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-09-2024.html,06/09/2024
1246,Thứ 4,04/09/2024,,"2,7,15,18,24,33",,02 07 15 18 24 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-09-2024.html,04/09/2024
1245,Chủ Nhật,01/09/2024,,"30,31,33,38,42,43",,30 31 33 38 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-09-2024.html,01/09/2024
1244,Thứ 6,30/08/2024,,"2,15,19,26,34,36",,02 15 19 26 34 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-08-2024.html,30/08/2024
1243,Thứ 4,28/08/2024,,"4,5,17,25,39,41",,04 05 17 25 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-08-2024.html,28/08/2024
1242,Chủ Nhật,25/08/2024,,"6,10,15,17,40,42",,06 10 15 17 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-08-2024.html,25/08/2024
1241,Thứ 6,23/08/2024,,"7,13,26,28,35,41",,07 13 26 28 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-08-2024.html,23/08/2024
1240,Thứ 4,21/08/2024,,"7,8,9,15,22,30",,07 08 09 15 22 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-08-2024.html,21/08/2024
1239,Chủ Nhật,18/08/2024,,"4,13,28,33,35,38",,04 13 28 33 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-08-2024.html,18/08/2024
1238,Thứ 6,16/08/2024,,"16,22,23,30,34,41",,16 22 23 30 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-08-2024.html,16/08/2024
1237,Thứ 4,14/08/2024,,"1,6,9,21,43,44",,01 06 09 21 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-08-2024.html,14/08/2024
1236,Chủ Nhật,11/08/2024,,"17,18,19,33,35,37",,17 18 19 33 35 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-08-2024.html,11/08/2024
1235,Thứ 6,09/08/2024,,"6,14,15,24,26,39",,06 14 15 24 26 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-08-2024.html,09/08/2024
1234,Thứ 4,07/08/2024,,"11,19,22,29,40,44",,11 19 22 29 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-08-2024.html,07/08/2024
1233,Chủ Nhật,04/08/2024,,"1,4,16,18,20,32",,01 04 16 18 20 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-08-2024.html,04/08/2024
1232,Thứ 6,02/08/2024,,"9,14,19,34,37,41",,09 14 19 34 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-08-2024.html,02/08/2024
1231,Thứ 4,31/07/2024,,"2,4,12,16,18,42",,02 04 12 16 18 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-07-2024.html,31/07/2024
1230,Chủ Nhật,28/07/2024,,"1,13,21,25,31,39",,01 13 21 25 31 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-07-2024.html,28/07/2024
1229,Thứ 6,26/07/2024,,"18,20,28,31,39,45",,18 20 28 31 39 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-07-2024.html,26/07/2024
1228,Thứ 4,24/07/2024,,"7,8,20,27,32,34",,07 08 20 27 32 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-07-2024.html,24/07/2024
1227,Chủ Nhật,21/07/2024,,"9,10,23,25,28,38",,09 10 23 25 28 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-07-2024.html,21/07/2024
1226,Thứ 6,19/07/2024,,"1,10,20,25,34,35",,01 10 20 25 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-07-2024.html,19/07/2024
1225,Thứ 4,17/07/2024,,"9,10,11,16,21,30",,09 10 11 16 21 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-07-2024.html,17/07/2024
